time,id,x,y,z,rad,timeLife,mass,temp,charge
48,11,4.69207,1.17332,5.66854,0.0553124,1.5,0.00305947,0.846133,-0.466202
48,12,4.96718,1.00788,4.96458,0.519118,1,0.269483,699.468,-0.166436
48.5,0,2.45924,7.78783,1.93131,0.410775,23,0.168736,346.564,0.549063
48.5,1,7.55849,8.59873,5.13136,0.942957,16,0.889169,4192.24,-0.792974
48.5,2,5.03365,6.47426,0.561078,0.0910967,10,0.00829861,3.77988,0.622962
48.5,3,1.73361,8.60683,9.26254,0.234376,9.5,0.0549322,64.3741,-0.448379
48.5,4,5.81486,2.23364,7.41994,0.655406,8.5,0.429557,1407.67,0.326934
48.5,5,2.3029,5.15012,3.4979,0.357604,6,0.127881,228.653,-0.664261
48.5,6,1.92635,5.23827,1.37037,0.129617,5.5,0.0168005,10.8882,-0.403445
48.5,7,4.69977,1.7712,7.48751,0.294942,5,0.0869909,128.286,-1.04546
48.5,8,2.36016,2.32925,3.83138,0.12549,4,0.0157476,9.88083,0.144552
48.5,9,5.69195,3.34144,6.25457,0.118885,3.5,0.0141336,8.40134,0.090104
48.5,10,5.35834,1.66583,2.72761,0.399116,3,0.159294,317.883,-1.01393
48.5,11,4.5381,1.25998,6.00281,0.0553124,2,0.00305947,0.846133,-0.466202
48.5,12,4.8074,1.05367,4.95138,0.659744,1.5,0.435262,1435.81,0.785837
49,0,2.40022,7.94553,1.86312,0.410775,23.5,0.168736,346.564,0.549063
49,1,7.65277,8.88124,5.14335,0.942957,16.5,0.889169,4192.24,-0.792974
49,2,5.03542,6.76238,0.32745,0.0910967,10.5,0.00829861,3.77988,0.622962
49,3,1.55214,9.02943,9.49935,0.234376,10,0.0549322,64.3741,-0.448379
49,4,5.87612,2.32161,7.58202,0.655406,9,0.429557,1407.67,0.326934
49,5,2.05771,5.5274,3.36134,0.357604,6.5,0.127881,228.653,-0.664261
49,6,1.61898,5.66209,1.0074,0.129617,6,0.0168005,10.8882,-0.403445
49,7,4.66161,1.86508,7.79218,0.294942,5.5,0.0869909,128.286,-1.04546
49,8,1.98304,2.51914,3.66444,0.12549,4.5,0.0157476,9.88083,0.144552
49,9,5.80727,3.73168,6.46366,0.118885,4,0.0141336,8.40134,0.090104
49,10,5.44792,1.83228,2.15953,0.399116,3.5,0.159294,317.883,-1.01393
49,11,4.38413,1.34665,6.33707,0.0553124,2.5,0.00305947,0.846133,-0.466202
49,12,4.71887,1.09215,4.89047,0.81971,2,0.671925,2753.92,1.39339
49.5,0,2.34121,8.10323,1.79492,0.410775,24,0.168736,346.564,0.549063
49.5,1,5.03719,7.0505,0.0938227,0.0910967,11,0.00829861,3.77988,0.622962
49.5,2,1.37068,9.45203,9.73616,0.234376,10.5,0.0549322,64.3741,-0.448379
49.5,3,5.93739,2.40957,7.74409,0.655406,9.5,0.429557,1407.67,0.326934
49.5,4,1.81252,5.90469,3.22479,0.357604,7,0.127881,228.653,-0.664261
49.5,5,1.31162,6.08592,0.644442,0.129617,6.5,0.0168005,10.8882,-0.403445
49.5,6,4.62345,1.95896,8.09684,0.294942,6,0.0869909,128.286,-1.04546
49.5,7,1.60592,2.70903,3.49749,0.12549,5,0.0157476,9.88083,0.144552
49.5,8,5.9226,4.12192,6.67276,0.118885,4.5,0.0141336,8.40134,0.090104
49.5,9,5.5375,1.99874,1.59144,0.399116,4,0.159294,317.883,-1.01393
49.5,10,4.23017,1.43331,6.67134,0.0553124,3,0.00305947,0.846133,-0.466202
49.5,11,4.70309,1.14832,4.9541,0.944246,2.5,0.8916,4209.45,1.08438
50,0,2.2822,8.26093,1.72672,0.410775,24.5,0.168736,346.564,0.549063
50,1,5.99865,2.49754,7.90616,0.655406,10,0.429557,1407.67,0.326934
50,2,1.56733,6.28197,3.08823,0.357604,7.5,0.127881,228.653,-0.664261
50,3,1.00425,6.50975,0.281478,0.129617,7,0.0168005,10.8882,-0.403445
50,4,4.58529,2.05284,8.40151,0.294942,6.5,0.0869909,128.286,-1.04546
50,5,1.2288,2.89893,3.33055,0.12549,5.5,0.0157476,9.88083,0.144552
50,6,6.03792,4.51216,6.88185,0.118885,5,0.0141336,8.40134,0.090104
50,7,5.62708,2.16519,1.02336,0.399116,4.5,0.159294,317.883,-1.01393
50,8,4.0762,1.51997,7.00561,0.0553124,3.5,0.00305947,0.846133,-0.466202
50,9,4.68302,1.27288,5.06417,0.944246,3,0.8916,4209.45,1.08438
50.5,0,2.22318,8.41863,1.65853,0.410775,25,0.168736,346.564,0.549063
50.5,1,6.05992,2.58551,8.06823,0.655406,10.5,0.429557,1407.67,0.326934
50.5,2,1.32214,6.65925,2.95168,0.357604,8,0.127881,228.653,-0.664261
50.5,3,4.54714,2.14672,8.70617,0.294942,7,0.0869909,128.286,-1.04546
50.5,4,0.851682,3.08882,3.1636,0.12549,6,0.0157476,9.88083,0.144552
50.5,5,6.15325,4.9024,7.09095,0.118885,5.5,0.0141336,8.40134,0.090104
50.5,6,5.71665,2.33165,0.45527,0.399116,5,0.159294,317.883,-1.01393
50.5,7,3.92223,1.60663,7.33988,0.0553124,4,0.00305947,0.846133,-0.466202
50.5,8,4.66295,1.39744,5.17424,0.944246,3.5,0.8916,4209.45,1.08438
51,0,2.16417,8.57633,1.59033,0.410775,25.5,0.168736,346.564,0.549063
51,1,6.12119,2.67347,8.2303,0.655406,11,0.429557,1407.67,0.326934
51,2,1.07695,7.03654,2.81512,0.357604,8.5,0.127881,228.653,-0.664261
51,3,4.50898,2.2406,9.01083,0.294942,7.5,0.0869909,128.286,-1.04546
51,4,0.474562,3.27871,2.99666,0.12549,6.5,0.0157476,9.88083,0.144552
51,5,6.26857,5.29264,7.30004,0.118885,6,0.0141336,8.40134,0.090104
51,6,3.76826,1.69329,7.67415,0.0553124,4.5,0.00305947,0.846133,-0.466202
51,7,4.64288,1.52199,5.28432,0.944246,4,0.8916,4209.45,1.08438
51.5,0,2.10515,8.73403,1.52213,0.410775,26,0.168736,346.564,0.549063
51.5,1,6.18245,2.76144,8.39237,0.655406,11.5,0.429557,1407.67,0.326934
51.5,2,0.831758,7.41382,2.67857,0.357604,9,0.127881,228.653,-0.664261
51.5,3,4.47082,2.33448,9.3155,0.294942,8,0.0869909,128.286,-1.04546
51.5,4,6.3839,5.68288,7.50914,0.118885,6.5,0.0141336,8.40134,0.090104
51.5,5,3.6143,1.77995,8.00842,0.0553124,5,0.00305947,0.846133,-0.466202
51.5,6,4.62281,1.64655,5.39439,0.944246,4.5,0.8916,4209.45,1.08438
52,0,2.04614,8.89173,1.45394,0.410775,26.5,0.168736,346.564,0.549063
52,1,6.24372,2.8494,8.55444,0.655406,12,0.429557,1407.67,0.326934
52,2,0.586568,7.79111,2.54202,0.357604,9.5,0.127881,228.653,-0.664261
52,3,4.43266,2.42836,9.62016,0.294942,8.5,0.0869909,128.286,-1.04546
52,4,6.49922,6.07312,7.71823,0.118885,7,0.0141336,8.40134,0.090104
52,5,3.46033,1.86662,8.34269,0.0553124,5.5,0.00305947,0.846133,-0.466202
52,6,4.60274,1.77111,5.50446,0.944246,5,0.8916,4209.45,1.08438
52.5,0,1.98713,9.04943,1.38574,0.410775,27,0.168736,346.564,0.549063
52.5,1,6.30498,2.93737,8.71651,0.655406,12.5,0.429557,1407.67,0.326934
52.5,2,6.61455,6.46336,7.92733,0.118885,7.5,0.0141336,8.40134,0.090104
52.5,3,3.30636,1.95328,8.67696,0.0553124,6,0.00305947,0.846133,-0.466202
52.5,4,4.58267,1.89566,5.61453,0.944246,5.5,0.8916,4209.45,1.08438
53,0,1.92811,9.20713,1.31755,0.410775,27.5,0.168736,346.564,0.549063
53,1,6.36625,3.02533,8.87858,0.655406,13,0.429557,1407.67,0.326934
53,2,6.72987,6.8536,8.13642,0.118885,8,0.0141336,8.40134,0.090104
53,3,3.1524,2.03994,9.01122,0.0553124,6.5,0.00305947,0.846133,-0.466202
53,4,4.56261,2.02022,5.7246,0.944246,6,0.8916,4209.45,1.08438
53.5,0,1.8691,9.36483,1.24935,0.410775,28,0.168736,346.564,0.549063
53.5,1,6.42751,3.1133,9.04065,0.655406,13.5,0.429557,1407.67,0.326934
53.5,2,6.8452,7.24384,8.34551,0.118885,8.5,0.0141336,8.40134,0.090104
53.5,3,2.99843,2.1266,9.34549,0.0553124,7,0.00305947,0.846133,-0.466202
53.5,4,4.54254,2.14478,5.83468,0.944246,6.5,0.8916,4209.45,1.08438
54,0,1.81008,9.52253,1.18115,0.410775,28.5,0.168736,346.564,0.549063
54,1,6.48878,3.20127,9.20272,0.655406,14,0.429557,1407.67,0.326934
54,2,6.96052,7.63408,8.55461,0.118885,9,0.0141336,8.40134,0.090104
54,3,2.84446,2.21326,9.67976,0.0553124,7.5,0.00305947,0.846133,-0.466202
54,4,4.52247,2.26933,5.94475,0.944246,7,0.8916,4209.45,1.08438
54.5,0,7.07585,8.02432,8.7637,0.118885,9.5,0.0141336,8.40134,0.090104
54.5,1,4.5024,2.39389,6.05482,0.944246,7.5,0.8916,4209.45,1.08438
